player,Team,Price,Game_1,Game_2,Game_3,Game_4,Game_5,Game_6,Game_7,Game_8,Game_9,Game_10
JP Inglis,Perth Scorchers,140600,,64,14,,,,,,,
AJ Tye,Perth Scorchers,137300,34,,46,,,,,,,
C Connolly,Perth Scorchers,133800,102,19,127,,,,,,,
AC Agar,Perth Scorchers,123500,40,32,50,,,,,,,
Matthew Hurst,Perth Scorchers,113500,24,6,,,,,,,,
Keaton Jennings,Perth Scorchers,111100,14,40,9,,,,,,,
M Kelly,Perth Scorchers,98100,,,48,,,,,,,
NR Hobson,Perth Scorchers,86700,62,1,8,,,,,,,
AJ Turner,Perth Scorchers,76000,47,59,50,,,,,,,
Matthew Spoors,Perth Scorchers,58500,,,30,,,,,,,
Mahli Beardman,Perth Scorchers,39500,,,,,,,,,,
S Fanning,Perth Scorchers,39500,,,,,,,,,,
Mitchell Perry,Sydney Sixers,39500,,,,,,,,,,
BAD Manenti,Sydney Sixers,58500,,,,,,,,,,
KR Patterson,Sydney Sixers,62400,,,,,,,,,,
JA Davies,Sydney Sixers,65600,49,9,,,,,,,,
T Murphy,Sydney Sixers,75500,4,1,,,,,,,,
JC Silk,Sydney Sixers,97000,12,61,,,,,,,,
H Kerr,Sydney Sixers,103500,30,,,,,,,,,
MC Henriques,Sydney Sixers,112500,98,17,,,,,,,,
Jafer Chohan,Sydney Sixers,117500,,,,,,,,,,
JR Philippe,Sydney Sixers,127600,25,40,,,,,,,,
DP Hughes,Sydney Sixers,131400,0,,,,,,,,,
JM Vince,Sydney Sixers,132200,50,13,,,,,,,,
SA Abbott,Sydney Sixers,135700,61,41,,,,,,,,
BJ Dwarshuis,Sydney Sixers,142900,71,107,,,,,,,,
J Edwards,Sydney Sixers,143500,75,65,,,,,,,,
JM Bird,Sydney Sixers,152100,,,,,,,,,,
AJ Hosein,Sydney Sixers,196700,,64,,,,,,,,
SPD Smith,Sydney Sixers,218400,,,,,,,,,,
Ryan Hadley,Sydney Thunder,39500,,,,,,,,,,
Will Salzmann,Sydney Thunder,39500,,,,,,,,,,
M Gilkes,Sydney Thunder,58500,,,,,,,,,,
NJ Maddinson,Sydney Thunder,58500,,,,,,,,,,
Sam Konstas,Sydney Thunder,61000,101,0,,,,,,,,
LC Hatcher,Sydney Thunder,64100,,,,,,,,,,
JJS Sangha,Sydney Thunder,73800,,,,,,,,,,
O Davies,Sydney Thunder,78400,28,57,,,,,,,,
N McAndrew,Sydney Thunder,93300,3,20,,,,,,,,
CT Bancroft,Sydney Thunder,96200,6,100,,,,,,,,
WA Agar,Sydney Thunder,99700,,,,,,,,,,
SW Billings,Sydney Thunder,111400,29,35,,,,,,,,
T Sangha,Sydney Thunder,122700,66,25,,,,,,,,
Sherfane Rutherford,Sydney Thunder,140000,3,8,,,,,,,,
DA Warner,Sydney Thunder,143400,17,37,,,,,,,,
CJ Green,Sydney Thunder,144200,106,0,,,,,,,,
Lockie Ferguson,Sydney Thunder,162600,95,50,,,,,,,,
DR Sams,Sydney Thunder,167600,75,35,,,,,,,,
